Timestamp,Equipment Name,Water Consumed (Liters),Energy Consumed (kWh),
19/02/2026 13:00,Pool Pump & Heater System,45.2,74.5,
19/02/2026 13:00,Main Electric Boiler (Caldera),77.6,301.4,
19/02/2026 14:00,Cooling Tower A (Torre Enfriamiento),1300.2,102,
19/02/2026 14:00,Cooling Tower B (Torre Enfriamiento),1240.6,111.8,
19/02/2026 14:00,HVAC Chiller Unit 1 (Enfriadora),0,428.9,
19/02/2026 14:00,HVAC Chiller Unit 2 (Enfriadora),0,383.5,
19/02/2026 14:00,Industrial Washer A (Lavandería),321,33.6,
19/02/2026 14:00,Industrial Washer B (Lavandería),604.6,19,
19/02/2026 14:00,Tunnel Dishwasher (Cocina),297.8,51.2,
19/02/2026 14:00,Pool Pump & Heater System,31.5,93,
19/02/2026 14:00,Main Electric Boiler (Caldera),57.2,219.9,
19/02/2026 15:00,Cooling Tower A (Torre Enfriamiento),1041.6,103.2,
19/02/2026 15:00,Cooling Tower B (Torre Enfriamiento),1000,76.4,
19/02/2026 15:00,HVAC Chiller Unit 1 (Enfriadora),0,367.7,
19/02/2026 15:00,HVAC Chiller Unit 2 (Enfriadora),0,320.4,
19/02/2026 15:00,Industrial Washer A (Lavandería),599.2,24.3,
19/02/2026 15:00,Industrial Washer B (Lavandería),372.8,24.4,
19/02/2026 15:00,Tunnel Dishwasher (Cocina),240,51.6,
19/02/2026 15:00,Pool Pump & Heater System,24.9,43,
19/02/2026 15:00,Main Electric Boiler (Caldera),19.5,219.2,
19/02/2026 16:00,Cooling Tower A (Torre Enfriamiento),816.6,90.6,
19/02/2026 16:00,Cooling Tower B (Torre Enfriamiento),806.9,103,
19/02/2026 16:00,HVAC Chiller Unit 1 (Enfriadora),0,381.4,
19/02/2026 16:00,HVAC Chiller Unit 2 (Enfriadora),0,348.8,
19/02/2026 16:00,Industrial Washer A (Lavandería),537.9,29.8,
19/02/2026 16:00,Industrial Washer B (Lavandería),333.5,23.5,
19/02/2026 16:00,Tunnel Dishwasher (Cocina),315.9,46.6,
19/02/2026 16:00,Pool Pump & Heater System,36.2,60.6,
19/02/2026 16:00,Main Electric Boiler (Caldera),60.4,240.5,
19/02/2026 17:00,Cooling Tower A (Torre Enfriamiento),862.6,116.7,
19/02/2026 17:00,Cooling Tower B (Torre Enfriamiento),934.5,113.8,
19/02/2026 17:00,HVAC Chiller Unit 1 (Enfriadora),0,532,
19/02/2026 17:00,HVAC Chiller Unit 2 (Enfriadora),0,401.9,
19/02/2026 17:00,Industrial Washer A (Lavandería),415.5,25.3,
19/02/2026 17:00,Industrial Washer B (Lavandería),633.9,29.5,
19/02/2026 17:00,Tunnel Dishwasher (Cocina),312.1,39.6,
19/02/2026 17:00,Pool Pump & Heater System,44.7,60.6,
19/02/2026 17:00,Main Electric Boiler (Caldera),70,228.2,
19/02/2026 18:00,Cooling Tower A (Torre Enfriamiento),861.5,88.6,
19/02/2026 18:00,Cooling Tower B (Torre Enfriamiento),920.5,92.3,
19/02/2026 18:00,HVAC Chiller Unit 1 (Enfriadora),0,280.8,
19/02/2026 18:00,HVAC Chiller Unit 2 (Enfriadora),0,369.7,
19/02/2026 18:00,Industrial Washer A (Lavandería),460.8,22,
19/02/2026 18:00,Industrial Washer B (Lavandería),545.4,26.8,
19/02/2026 18:00,Tunnel Dishwasher (Cocina),403.9,45.3,
19/02/2026 18:00,Pool Pump & Heater System,25.6,50.4,
19/02/2026 18:00,Main Electric Boiler (Caldera),46.2,195.5,
19/02/2026 19:00,Cooling Tower A (Torre Enfriamiento),1289.8,99.7,
19/02/2026 19:00,Cooling Tower B (Torre Enfriamiento),1095.5,102.4,
19/02/2026 19:00,HVAC Chiller Unit 1 (Enfriadora),0,296.5,
19/02/2026 19:00,HVAC Chiller Unit 2 (Enfriadora),0,379.8,
19/02/2026 19:00,Industrial Washer A (Lavandería),572,22.1,
19/02/2026 19:00,Industrial Washer B (Lavandería),525.6,26.5,
19/02/2026 19:00,Tunnel Dishwasher (Cocina),365.7,33.8,
19/02/2026 19:00,Pool Pump & Heater System,20.3,58.3,
19/02/2026 19:00,Main Electric Boiler (Caldera),76.4,154.9,
19/02/2026 20:00,Cooling Tower A (Torre Enfriamiento),1030.1,99.3,
19/02/2026 20:00,Cooling Tower B (Torre Enfriamiento),1112.4,83.7,
19/02/2026 20:00,HVAC Chiller Unit 1 (Enfriadora),0,462.2,
19/02/2026 20:00,HVAC Chiller Unit 2 (Enfriadora),0,503.3,
19/02/2026 20:00,Industrial Washer A (Lavandería),396.6,29.5,
19/02/2026 20:00,Industrial Washer B (Lavandería),455.2,20.5,
19/02/2026 20:00,Tunnel Dishwasher (Cocina),189.3,32.8,
19/02/2026 20:00,Pool Pump & Heater System,35.4,99.2,
19/02/2026 20:00,Main Electric Boiler (Caldera),34.9,268.2,
19/02/2026 21:00,Cooling Tower A (Torre Enfriamiento),1230.2,105.7,
19/02/2026 21:00,Cooling Tower B (Torre Enfriamiento),907.9,119.8,
19/02/2026 21:00,HVAC Chiller Unit 1 (Enfriadora),0,477.2,
19/02/2026 21:00,HVAC Chiller Unit 2 (Enfriadora),0,447.2,
19/02/2026 21:00,Industrial Washer A (Lavandería),449.6,27.6,
19/02/2026 21:00,Industrial Washer B (Lavandería),513.3,26.7,
19/02/2026 21:00,Tunnel Dishwasher (Cocina),351.6,23.1,
19/02/2026 21:00,Pool Pump & Heater System,40.8,68.1,
19/02/2026 21:00,Main Electric Boiler (Caldera),45.8,217.4,
19/02/2026 22:00,Cooling Tower A (Torre Enfriamiento),657.9,97.2,
19/02/2026 22:00,Cooling Tower B (Torre Enfriamiento),831.4,95.7,
19/02/2026 22:00,HVAC Chiller Unit 1 (Enfriadora),0,448.8,
19/02/2026 22:00,HVAC Chiller Unit 2 (Enfriadora),0,423.8,
19/02/2026 22:00,Industrial Washer A (Lavandería),679.5,26.8,
19/02/2026 22:00,Industrial Washer B (Lavandería),425.5,27.1,
19/02/2026 22:00,Tunnel Dishwasher (Cocina),254,35.2,
19/02/2026 22:00,Pool Pump & Heater System,32,97,
19/02/2026 22:00,Main Electric Boiler (Caldera),69.3,256.6,
19/02/2026 23:00,Cooling Tower A (Torre Enfriamiento),841.5,62.5,
19/02/2026 23:00,Cooling Tower B (Torre Enfriamiento),811.9,88.3,
19/02/2026 23:00,HVAC Chiller Unit 1 (Enfriadora),0,343.9,
19/02/2026 23:00,HVAC Chiller Unit 2 (Enfriadora),0,260.4,
19/02/2026 23:00,Industrial Washer A (Lavandería),350.3,26.4,
19/02/2026 23:00,Industrial Washer B (Lavandería),319.8,18.3,
19/02/2026 23:00,Tunnel Dishwasher (Cocina),289.8,30.5,
19/02/2026 23:00,Pool Pump & Heater System,20,41.3,
19/02/2026 23:00,Main Electric Boiler (Caldera),48.5,141,
20/02/2026 00:00,Cooling Tower A (Torre Enfriamiento),512.1,42,
20/02/2026 00:00,Cooling Tower B (Torre Enfriamiento),541.7,47.4,
20/02/2026 00:00,HVAC Chiller Unit 1 (Enfriadora),0,175.7,
20/02/2026 00:00,HVAC Chiller Unit 2 (Enfriadora),0,184.7,
20/02/2026 00:00,Industrial Washer A (Lavandería),32.3,1.3,
20/02/2026 00:00,Industrial Washer B (Lavandería),33.8,0.8,
20/02/2026 00:00,Tunnel Dishwasher (Cocina),10,2.6,
20/02/2026 00:00,Pool Pump & Heater System,26.4,27.2,
20/02/2026 00:00,Main Electric Boiler (Caldera),29.5,127.9,
20/02/2026 01:00,Cooling Tower A (Torre Enfriamiento),392.3,45.1,
20/02/2026 01:00,Cooling Tower B (Torre Enfriamiento),460.9,37.1,
20/02/2026 01:00,HVAC Chiller Unit 1 (Enfriadora),0,250.4,
20/02/2026 01:00,HVAC Chiller Unit 2 (Enfriadora),0,191.4,
20/02/2026 01:00,Industrial Washer A (Lavandería),24.8,1.5,
20/02/2026 01:00,Industrial Washer B (Lavandería),25.1,1.1,
20/02/2026 01:00,Tunnel Dishwasher (Cocina),11.6,2.1,
20/02/2026 01:00,Pool Pump & Heater System,18,25.4,
20/02/2026 01:00,Main Electric Boiler (Caldera),37.8,110.8,
20/02/2026 02:00,Cooling Tower A (Torre Enfriamiento),338.9,44.8,
20/02/2026 02:00,Cooling Tower B (Torre Enfriamiento),399,51.4,
20/02/2026 02:00,HVAC Chiller Unit 1 (Enfriadora),0,201.3,
20/02/2026 02:00,HVAC Chiller Unit 2 (Enfriadora),0,211.4,
20/02/2026 02:00,Industrial Washer A (Lavandería),14.5,1.1,
20/02/2026 02:00,Industrial Washer B (Lavandería),27,0.9,
20/02/2026 02:00,Tunnel Dishwasher (Cocina),15.1,2.3,
20/02/2026 02:00,Pool Pump & Heater System,15.5,20.2,
20/02/2026 02:00,Main Electric Boiler (Caldera),25.1,127.2,
20/02/2026 03:00,Cooling Tower A (Torre Enfriamiento),416.8,44.6,
20/02/2026 03:00,Cooling Tower B (Torre Enfriamiento),457.6,40.4,
20/02/2026 03:00,HVAC Chiller Unit 1 (Enfriadora),0,155.3,
20/02/2026 03:00,HVAC Chiller Unit 2 (Enfriadora),0,164.9,
20/02/2026 03:00,Industrial Washer A (Lavandería),23.8,1.3,
20/02/2026 03:00,Industrial Washer B (Lavandería),23,0.8,
20/02/2026 03:00,Tunnel Dishwasher (Cocina),11,1.3,
20/02/2026 03:00,Pool Pump & Heater System,12,34.7,
20/02/2026 03:00,Main Electric Boiler (Caldera),23.8,128.2,
20/02/2026 04:00,Cooling Tower A (Torre Enfriamiento),474.5,43.1,
20/02/2026 04:00,Cooling Tower B (Torre Enfriamiento),354.7,44.2,
20/02/2026 04:00,HVAC Chiller Unit 1 (Enfriadora),0,130.4,
20/02/2026 04:00,HVAC Chiller Unit 2 (Enfriadora),0,181.5,
20/02/2026 04:00,Industrial Washer A (Lavandería),23,1.2,
20/02/2026 04:00,Industrial Washer B (Lavandería),23.5,1.1,
20/02/2026 04:00,Tunnel Dishwasher (Cocina),13.8,2.1,
20/02/2026 04:00,Pool Pump & Heater System,12.1,23.4,
20/02/2026 04:00,Main Electric Boiler (Caldera),11.9,100.6,
20/02/2026 05:00,Cooling Tower A (Torre Enfriamiento),247,31.5,
20/02/2026 05:00,Cooling Tower B (Torre Enfriamiento),299.2,30.2,
20/02/2026 05:00,HVAC Chiller Unit 1 (Enfriadora),0,134,
20/02/2026 05:00,HVAC Chiller Unit 2 (Enfriadora),0,148.4,
20/02/2026 05:00,Industrial Washer A (Lavandería),21.1,0.6,
20/02/2026 05:00,Industrial Washer B (Lavandería),16.8,0.8,
20/02/2026 05:00,Tunnel Dishwasher (Cocina),9.4,1.2,
20/02/2026 05:00,Pool Pump & Heater System,11.3,22.6,
20/02/2026 05:00,Main Electric Boiler (Caldera),15,62.8,
20/02/2026 06:00,Cooling Tower A (Torre Enfriamiento),866.1,86.3,
20/02/2026 06:00,Cooling Tower B (Torre Enfriamiento),820.8,76.5,
20/02/2026 06:00,HVAC Chiller Unit 1 (Enfriadora),0,358.8,
20/02/2026 06:00,HVAC Chiller Unit 2 (Enfriadora),0,329.7,
20/02/2026 06:00,Industrial Washer A (Lavandería),337.4,21.2,
20/02/2026 06:00,Industrial Washer B (Lavandería),440.6,20.6,
20/02/2026 06:00,Tunnel Dishwasher (Cocina),278.5,29.5,
20/02/2026 06:00,Pool Pump & Heater System,18.3,85,
20/02/2026 06:00,Main Electric Boiler (Caldera),22.7,169.3,
20/02/2026 07:00,Cooling Tower A (Torre Enfriamiento),998.4,95.8,
20/02/2026 07:00,Cooling Tower B (Torre Enfriamiento),679.7,87.3,
20/02/2026 07:00,HVAC Chiller Unit 1 (Enfriadora),0,308.2,
20/02/2026 07:00,HVAC Chiller Unit 2 (Enfriadora),0,314.2,
20/02/2026 07:00,Industrial Washer A (Lavandería),586.4,22.5,
20/02/2026 07:00,Industrial Washer B (Lavandería),429.6,23.2,
20/02/2026 07:00,Tunnel Dishwasher (Cocina),192.2,27.1,
20/02/2026 07:00,Pool Pump & Heater System,17.2,44.9,
20/02/2026 07:00,Main Electric Boiler (Caldera),7,207.9,
20/02/2026 08:00,Cooling Tower A (Torre Enfriamiento),551.2,86,
20/02/2026 08:00,Cooling Tower B (Torre Enfriamiento),631.9,71.6,
20/02/2026 08:00,HVAC Chiller Unit 1 (Enfriadora),0,347.7,
20/02/2026 08:00,HVAC Chiller Unit 2 (Enfriadora),0,263.2,
20/02/2026 08:00,Industrial Washer A (Lavandería),436.3,26.4,
20/02/2026 08:00,Industrial Washer B (Lavandería),389.2,13.8,
20/02/2026 08:00,Tunnel Dishwasher (Cocina),187.7,48.4,
20/02/2026 08:00,Pool Pump & Heater System,21.4,89.5,
20/02/2026 08:00,Main Electric Boiler (Caldera),64.6,184,
20/02/2026 09:00,Cooling Tower A (Torre Enfriamiento),522.3,65.2,
20/02/2026 09:00,Cooling Tower B (Torre Enfriamiento),468.2,63.9,
20/02/2026 09:00,HVAC Chiller Unit 1 (Enfriadora),0,298.9,
20/02/2026 09:00,HVAC Chiller Unit 2 (Enfriadora),0,247.5,
20/02/2026 09:00,Industrial Washer A (Lavandería),338.1,20.1,
20/02/2026 09:00,Industrial Washer B (Lavandería),372.2,11.3,
20/02/2026 09:00,Tunnel Dishwasher (Cocina),204.6,24.1,
20/02/2026 09:00,Pool Pump & Heater System,23.2,55.6,
20/02/2026 09:00,Main Electric Boiler (Caldera),23.5,124.3,
20/02/2026 10:00,Cooling Tower A (Torre Enfriamiento),776.6,99.2,
20/02/2026 10:00,Cooling Tower B (Torre Enfriamiento),804.9,66.5,
20/02/2026 10:00,HVAC Chiller Unit 1 (Enfriadora),0,345,
20/02/2026 10:00,HVAC Chiller Unit 2 (Enfriadora),0,349.9,
20/02/2026 10:00,Industrial Washer A (Lavandería),443.8,28.2,
20/02/2026 10:00,Industrial Washer B (Lavandería),381.5,17.1,
20/02/2026 10:00,Tunnel Dishwasher (Cocina),202,31.2,
20/02/2026 10:00,Pool Pump & Heater System,25,97.1,
20/02/2026 10:00,Main Electric Boiler (Caldera),69.5,222.8,
20/02/2026 11:00,Cooling Tower A (Torre Enfriamiento),1044,111.3,
20/02/2026 11:00,Cooling Tower B (Torre Enfriamiento),1002,118.5,
20/02/2026 11:00,HVAC Chiller Unit 1 (Enfriadora),0,411.1,
20/02/2026 11:00,HVAC Chiller Unit 2 (Enfriadora),0,417.6,
20/02/2026 11:00,Industrial Washer A (Lavandería),525.6,27.9,
20/02/2026 11:00,Industrial Washer B (Lavandería),452.2,29.3,
20/02/2026 11:00,Tunnel Dishwasher (Cocina),387.4,54.5,
20/02/2026 11:00,Pool Pump & Heater System,21.4,97.4,
20/02/2026 11:00,Main Electric Boiler (Caldera),55.5,267.7,
20/02/2026 12:00,Cooling Tower A (Torre Enfriamiento),867.7,93.5,
20/02/2026 12:00,Cooling Tower B (Torre Enfriamiento),1279.9,109.9,
20/02/2026 12:00,HVAC Chiller Unit 1 (Enfriadora),0,338.9,
20/02/2026 12:00,HVAC Chiller Unit 2 (Enfriadora),0,425.2,
20/02/2026 12:00,Industrial Washer A (Lavandería),611,28.7,
20/02/2026 12:00,Industrial Washer B (Lavandería),551.4,14,
20/02/2026 12:00,Tunnel Dishwasher (Cocina),134.5,29.9,
20/02/2026 12:00,Pool Pump & Heater System,36.8,97,
20/02/2026 12:00,Main Electric Boiler (Caldera),38.7,203.8,
20/02/2026 13:00,Cooling Tower A (Torre Enfriamiento),590,90.5,
20/02/2026 13:00,Cooling Tower B (Torre Enfriamiento),926.2,79.6,
20/02/2026 13:00,HVAC Chiller Unit 1 (Enfriadora),0,405,
20/02/2026 13:00,HVAC Chiller Unit 2 (Enfriadora),0,376.4,
20/02/2026 13:00,Industrial Washer A (Lavandería),534,25.3,
20/02/2026 13:00,Industrial Washer B (Lavandería),317.4,26.2,
20/02/2026 13:00,Tunnel Dishwasher (Cocina),239.2,24.2,
20/02/2026 13:00,Pool Pump & Heater System,44,92.5,
20/02/2026 13:00,Main Electric Boiler (Caldera),49.9,267.8,
20/02/2026 14:00,Cooling Tower A (Torre Enfriamiento),1035.6,93.7,
20/02/2026 14:00,Cooling Tower B (Torre Enfriamiento),1099.2,85,
20/02/2026 14:00,HVAC Chiller Unit 1 (Enfriadora),0,321,
20/02/2026 14:00,HVAC Chiller Unit 2 (Enfriadora),0,315.1,
20/02/2026 14:00,Industrial Washer A (Lavandería),421.9,19.9,
20/02/2026 14:00,Industrial Washer B (Lavandería),446.4,23.5,
20/02/2026 14:00,Tunnel Dishwasher (Cocina),320,21.1,
20/02/2026 14:00,Pool Pump & Heater System,20.8,72.8,
20/02/2026 14:00,Main Electric Boiler (Caldera),53.3,203.3,
20/02/2026 15:00,Cooling Tower A (Torre Enfriamiento),717.9,101.6,
20/02/2026 15:00,Cooling Tower B (Torre Enfriamiento),951.2,76.4,
20/02/2026 15:00,HVAC Chiller Unit 1 (Enfriadora),0,339.4,
20/02/2026 15:00,HVAC Chiller Unit 2 (Enfriadora),0,352.2,
20/02/2026 15:00,Industrial Washer A (Lavandería),489.2,37.9,
20/02/2026 15:00,Industrial Washer B (Lavandería),482.2,20.5,
20/02/2026 15:00,Tunnel Dishwasher (Cocina),287.5,35.4,
20/02/2026 15:00,Pool Pump & Heater System,36.6,75.7,
20/02/2026 15:00,Main Electric Boiler (Caldera),75,219.5,
20/02/2026 16:00,Cooling Tower A (Torre Enfriamiento),1052.3,84.8,
20/02/2026 16:00,Cooling Tower B (Torre Enfriamiento),897.8,105.5,
20/02/2026 16:00,HVAC Chiller Unit 1 (Enfriadora),0,459.2,
20/02/2026 16:00,HVAC Chiller Unit 2 (Enfriadora),0,492.3,
20/02/2026 16:00,Industrial Washer A (Lavandería),485.4,29.8,
20/02/2026 16:00,Industrial Washer B (Lavandería),566.5,25.7,
20/02/2026 16:00,Tunnel Dishwasher (Cocina),392.1,28.6,
20/02/2026 16:00,Pool Pump & Heater System,43.4,82.6,
20/02/2026 16:00,Main Electric Boiler (Caldera),79.4,238.2,
20/02/2026 17:00,Cooling Tower A (Torre Enfriamiento),845.6,99.8,
20/02/2026 17:00,Cooling Tower B (Torre Enfriamiento),929.5,99.8,
20/02/2026 17:00,HVAC Chiller Unit 1 (Enfriadora),0,372.1,
20/02/2026 17:00,HVAC Chiller Unit 2 (Enfriadora),0,440,
20/02/2026 17:00,Industrial Washer A (Lavandería),437.3,23.8,
20/02/2026 17:00,Industrial Washer B (Lavandería),647.1,29,
20/02/2026 17:00,Tunnel Dishwasher (Cocina),146.1,34.1,
20/02/2026 17:00,Pool Pump & Heater System,13.3,51.1,
20/02/2026 17:00,Main Electric Boiler (Caldera),3.3,218.9,
20/02/2026 18:00,Cooling Tower A (Torre Enfriamiento),931.8,85,
20/02/2026 18:00,Cooling Tower B (Torre Enfriamiento),852.7,96.1,
20/02/2026 18:00,HVAC Chiller Unit 1 (Enfriadora),0,504.6,
20/02/2026 18:00,HVAC Chiller Unit 2 (Enfriadora),0,341.9,
20/02/2026 18:00,Industrial Washer A (Lavandería),604.6,35.6,
20/02/2026 18:00,Industrial Washer B (Lavandería),282.7,22.6,
20/02/2026 18:00,Tunnel Dishwasher (Cocina),374.7,28.3,
20/02/2026 18:00,Pool Pump & Heater System,48.5,69,
20/02/2026 18:00,Main Electric Boiler (Caldera),56.7,233.5,
20/02/2026 19:00,Cooling Tower A (Torre Enfriamiento),607.6,98.3,
20/02/2026 19:00,Cooling Tower B (Torre Enfriamiento),1043.5,103.5,
20/02/2026 19:00,HVAC Chiller Unit 1 (Enfriadora),0,334.8,
20/02/2026 19:00,HVAC Chiller Unit 2 (Enfriadora),0,324.5,
20/02/2026 19:00,Industrial Washer A (Lavandería),360.7,26.5,
20/02/2026 19:00,Industrial Washer B (Lavandería),352.8,18,
20/02/2026 19:00,Tunnel Dishwasher (Cocina),238.2,32.4,
20/02/2026 19:00,Pool Pump & Heater System,25.6,69.7,
20/02/2026 19:00,Main Electric Boiler (Caldera),53.3,199.2,
20/02/2026 20:00,Cooling Tower A (Torre Enfriamiento),883.2,105.4,
20/02/2026 20:00,Cooling Tower B (Torre Enfriamiento),1277.8,118.7,
20/02/2026 20:00,HVAC Chiller Unit 1 (Enfriadora),0,484.4,
20/02/2026 20:00,HVAC Chiller Unit 2 (Enfriadora),0,505.4,
20/02/2026 20:00,Industrial Washer A (Lavandería),626.7,19.9,
20/02/2026 20:00,Industrial Washer B (Lavandería),569.2,25.2,
20/02/2026 20:00,Tunnel Dishwasher (Cocina),440.2,49.4,
20/02/2026 20:00,Pool Pump & Heater System,31.1,88.6,
20/02/2026 20:00,Main Electric Boiler (Caldera),66.4,191.9,
20/02/2026 21:00,Cooling Tower A (Torre Enfriamiento),865.7,105.9,
20/02/2026 21:00,Cooling Tower B (Torre Enfriamiento),997.4,116.5,
20/02/2026 21:00,HVAC Chiller Unit 1 (Enfriadora),0,350.2,
20/02/2026 21:00,HVAC Chiller Unit 2 (Enfriadora),0,423.8,
20/02/2026 21:00,Industrial Washer A (Lavandería),448.1,31.8,
20/02/2026 21:00,Industrial Washer B (Lavandería),341.4,25.2,
20/02/2026 21:00,Tunnel Dishwasher (Cocina),165.7,36.1,
20/02/2026 21:00,Pool Pump & Heater System,37.8,57.4,
20/02/2026 21:00,Main Electric Boiler (Caldera),37.6,247.7,
20/02/2026 22:00,Cooling Tower A (Torre Enfriamiento),910,84.5,
20/02/2026 22:00,Cooling Tower B (Torre Enfriamiento),865.4,89,
20/02/2026 22:00,HVAC Chiller Unit 1 (Enfriadora),0,403.5,
20/02/2026 22:00,HVAC Chiller Unit 2 (Enfriadora),0,344.3,
20/02/2026 22:00,Industrial Washer A (Lavandería),475.6,22.4,
20/02/2026 22:00,Industrial Washer B (Lavandería),512.4,27.2,
20/02/2026 22:00,Tunnel Dishwasher (Cocina),251.2,30.7,
20/02/2026 22:00,Pool Pump & Heater System,14,47.5,
20/02/2026 22:00,Main Electric Boiler (Caldera),17.7,174.8,
20/02/2026 23:00,Cooling Tower A (Torre Enfriamiento),659,77.3,
20/02/2026 23:00,Cooling Tower B (Torre Enfriamiento),852.2,78.8,
20/02/2026 23:00,HVAC Chiller Unit 1 (Enfriadora),0,254.4,
20/02/2026 23:00,HVAC Chiller Unit 2 (Enfriadora),0,218,
20/02/2026 23:00,Industrial Washer A (Lavandería),256.8,15.5,
20/02/2026 23:00,Industrial Washer B (Lavandería),293.2,17.7,
20/02/2026 23:00,Tunnel Dishwasher (Cocina),165.4,31.3,
20/02/2026 23:00,Pool Pump & Heater System,23,49.9,
20/02/2026 23:00,Main Electric Boiler (Caldera),55.7,136.6,
21/02/2026 00:00,Cooling Tower A (Torre Enfriamiento),327.8,37.3,
21/02/2026 00:00,Cooling Tower B (Torre Enfriamiento),364,41,
21/02/2026 00:00,HVAC Chiller Unit 1 (Enfriadora),0,165.2,
21/02/2026 00:00,HVAC Chiller Unit 2 (Enfriadora),0,156,
21/02/2026 00:00,Industrial Washer A (Lavandería),21,1.1,
21/02/2026 00:00,Industrial Washer B (Lavandería),19,0.9,
21/02/2026 00:00,Tunnel Dishwasher (Cocina),7.1,2.5,
21/02/2026 00:00,Pool Pump & Heater System,16.6,20.2,
21/02/2026 00:00,Main Electric Boiler (Caldera),23.8,71.1,
21/02/2026 01:00,Cooling Tower A (Torre Enfriamiento),265.2,29.2,
21/02/2026 01:00,Cooling Tower B (Torre Enfriamiento),232.6,31.7,
21/02/2026 01:00,HVAC Chiller Unit 1 (Enfriadora),0,149.9,
21/02/2026 01:00,HVAC Chiller Unit 2 (Enfriadora),0,127.5,
21/02/2026 01:00,Industrial Washer A (Lavandería),18.8,1.3,
21/02/2026 01:00,Industrial Washer B (Lavandería),16.5,0.7,
21/02/2026 01:00,Tunnel Dishwasher (Cocina),10.3,1.2,
21/02/2026 01:00,Pool Pump & Heater System,9.4,14,
21/02/2026 01:00,Main Electric Boiler (Caldera),24,70.8,
21/02/2026 02:00,Cooling Tower A (Torre Enfriamiento),214.2,29.4,
21/02/2026 02:00,Cooling Tower B (Torre Enfriamiento),317.3,31.6,
21/02/2026 02:00,HVAC Chiller Unit 1 (Enfriadora),0,110.5,
21/02/2026 02:00,HVAC Chiller Unit 2 (Enfriadora),0,77.1,
21/02/2026 02:00,Industrial Washer A (Lavandería),15.3,1,
21/02/2026 02:00,Industrial Washer B (Lavandería),21,0.7,
21/02/2026 02:00,Tunnel Dishwasher (Cocina),7.3,1.3,
21/02/2026 02:00,Pool Pump & Heater System,9.3,26.7,
21/02/2026 02:00,Main Electric Boiler (Caldera),12.8,65.1,
21/02/2026 03:00,Cooling Tower A (Torre Enfriamiento),357.5,47.2,
21/02/2026 03:00,Cooling Tower B (Torre Enfriamiento),542.1,53.1,
21/02/2026 03:00,HVAC Chiller Unit 1 (Enfriadora),0,188.2,
21/02/2026 03:00,HVAC Chiller Unit 2 (Enfriadora),0,161.7,
21/02/2026 03:00,Industrial Washer A (Lavandería),9.3,1.3,
21/02/2026 03:00,Industrial Washer B (Lavandería),20.6,1.1,
21/02/2026 03:00,Tunnel Dishwasher (Cocina),12.4,1.2,
21/02/2026 03:00,Pool Pump & Heater System,17.4,34.1,
21/02/2026 03:00,Main Electric Boiler (Caldera),29.5,111.9,
21/02/2026 04:00,Cooling Tower A (Torre Enfriamiento),283.3,31,
21/02/2026 04:00,Cooling Tower B (Torre Enfriamiento),446.1,36.6,
21/02/2026 04:00,HVAC Chiller Unit 1 (Enfriadora),0,120.9,
21/02/2026 04:00,HVAC Chiller Unit 2 (Enfriadora),0,128.9,
21/02/2026 04:00,Industrial Washer A (Lavandería),17,1.3,
21/02/2026 04:00,Industrial Washer B (Lavandería),15.9,1.2,
21/02/2026 04:00,Tunnel Dishwasher (Cocina),7,1.3,
21/02/2026 04:00,Pool Pump & Heater System,8.4,19.8,
21/02/2026 04:00,Main Electric Boiler (Caldera),16.1,67.2,
21/02/2026 05:00,Cooling Tower A (Torre Enfriamiento),304.6,42.2,
21/02/2026 05:00,Cooling Tower B (Torre Enfriamiento),453.2,46.6,
21/02/2026 05:00,HVAC Chiller Unit 1 (Enfriadora),0,150.1,
21/02/2026 05:00,HVAC Chiller Unit 2 (Enfriadora),0,143.6,
21/02/2026 05:00,Industrial Washer A (Lavandería),19.5,1.3,
21/02/2026 05:00,Industrial Washer B (Lavandería),25.4,0.7,
21/02/2026 05:00,Tunnel Dishwasher (Cocina),11.4,1.2,
21/02/2026 05:00,Pool Pump & Heater System,6.4,35.6,
21/02/2026 05:00,Main Electric Boiler (Caldera),27.8,101.9,
21/02/2026 06:00,Cooling Tower A (Torre Enfriamiento),607.1,69.7,
21/02/2026 06:00,Cooling Tower B (Torre Enfriamiento),706.7,65.3,
21/02/2026 06:00,HVAC Chiller Unit 1 (Enfriadora),0,311.1,
21/02/2026 06:00,HVAC Chiller Unit 2 (Enfriadora),0,269,
21/02/2026 06:00,Industrial Washer A (Lavandería),270.1,16.4,
21/02/2026 06:00,Industrial Washer B (Lavandería),148.5,17.7,
21/02/2026 06:00,Tunnel Dishwasher (Cocina),251.2,21.2,
21/02/2026 06:00,Pool Pump & Heater System,28.6,53,
21/02/2026 06:00,Main Electric Boiler (Caldera),30.9,196.2,
21/02/2026 07:00,Cooling Tower A (Torre Enfriamiento),751.3,76.7,
21/02/2026 07:00,Cooling Tower B (Torre Enfriamiento),742.5,95.8,
21/02/2026 07:00,HVAC Chiller Unit 1 (Enfriadora),0,287.4,
21/02/2026 07:00,HVAC Chiller Unit 2 (Enfriadora),0,258.3,
21/02/2026 07:00,Industrial Washer A (Lavandería),407.9,20.8,
21/02/2026 07:00,Industrial Washer B (Lavandería),608.1,22.3,
21/02/2026 07:00,Tunnel Dishwasher (Cocina),207.3,24,
21/02/2026 07:00,Pool Pump & Heater System,10.1,40.3,
21/02/2026 07:00,Main Electric Boiler (Caldera),46.7,219.3,
