Timestamp,Equipment Name,Water Consumed (Liters),Energy Consumed (kWh)
2026-02-21 21:00:00,Cooling Tower A (Torre Enfriamiento),1311.0,82.8
2026-02-21 21:00:00,Cooling Tower B (Torre Enfriamiento),924.7,103.8
2026-02-21 21:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,505.0
2026-02-21 21:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,332.4
2026-02-21 21:00:00,Industrial Washer A (Lavandería),704.9,33.3
2026-02-21 21:00:00,Industrial Washer B (Lavandería),522.6,20.9
2026-02-21 21:00:00,Tunnel Dishwasher (Cocina),322.6,33.8
2026-02-21 21:00:00,Pool Pump & Heater System,49.4,52.6
2026-02-21 21:00:00,Main Electric Boiler (Caldera),55.9,212.3
2026-02-21 22:00:00,Cooling Tower A (Torre Enfriamiento),1093.7,95.3
2026-02-21 22:00:00,Cooling Tower B (Torre Enfriamiento),1261.7,135.0
2026-02-21 22:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,409.7
2026-02-21 22:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,305.6
2026-02-21 22:00:00,Industrial Washer A (Lavandería),478.5,45.0
2026-02-21 22:00:00,Industrial Washer B (Lavandería),455.0,35.2
2026-02-21 22:00:00,Tunnel Dishwasher (Cocina),266.2,36.3
2026-02-21 22:00:00,Pool Pump & Heater System,45.8,84.7
2026-02-21 22:00:00,Main Electric Boiler (Caldera),76.1,242.5
2026-02-21 23:00:00,Cooling Tower A (Torre Enfriamiento),670.5,79.6
2026-02-21 23:00:00,Cooling Tower B (Torre Enfriamiento),639.9,96.2
2026-02-21 23:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,293.2
2026-02-21 23:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,351.3
2026-02-21 23:00:00,Industrial Washer A (Lavandería),393.4,23.7
2026-02-21 23:00:00,Industrial Washer B (Lavandería),349.2,16.4
2026-02-21 23:00:00,Tunnel Dishwasher (Cocina),148.4,24.2
2026-02-21 23:00:00,Pool Pump & Heater System,24.4,57.6
2026-02-21 23:00:00,Main Electric Boiler (Caldera),59.4,170.2
2026-02-22 00:00:00,Cooling Tower A (Torre Enfriamiento),243.7,25.6
2026-02-22 00:00:00,Cooling Tower B (Torre Enfriamiento),337.5,26.5
2026-02-22 00:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,136.7
2026-02-22 00:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,123.4
2026-02-22 00:00:00,Industrial Washer A (Lavandería),13.2,0.9
2026-02-22 00:00:00,Industrial Washer B (Lavandería),14.7,0.8
2026-02-22 00:00:00,Tunnel Dishwasher (Cocina),9.5,1.2
2026-02-22 00:00:00,Pool Pump & Heater System,6.5,22.3
2026-02-22 00:00:00,Main Electric Boiler (Caldera),14.9,37.2
2026-02-22 01:00:00,Cooling Tower A (Torre Enfriamiento),256.1,33.0
2026-02-22 01:00:00,Cooling Tower B (Torre Enfriamiento),273.2,33.0
2026-02-22 01:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,104.6
2026-02-22 01:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,103.7
2026-02-22 01:00:00,Industrial Washer A (Lavandería),10.9,0.7
2026-02-22 01:00:00,Industrial Washer B (Lavandería),14.5,0.7
2026-02-22 01:00:00,Tunnel Dishwasher (Cocina),9.4,1.2
2026-02-22 01:00:00,Pool Pump & Heater System,8.4,29.2
2026-02-22 01:00:00,Main Electric Boiler (Caldera),15.4,74.4
2026-02-22 02:00:00,Cooling Tower A (Torre Enfriamiento),389.7,45.4
2026-02-22 02:00:00,Cooling Tower B (Torre Enfriamiento),500.4,57.8
2026-02-22 02:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,196.2
2026-02-22 02:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,175.5
2026-02-22 02:00:00,Industrial Washer A (Lavandería),31.7,1.0
2026-02-22 02:00:00,Industrial Washer B (Lavandería),20.7,1.4
2026-02-22 02:00:00,Tunnel Dishwasher (Cocina),19.0,2.2
2026-02-22 02:00:00,Pool Pump & Heater System,18.2,31.2
2026-02-22 02:00:00,Main Electric Boiler (Caldera),32.6,114.3
2026-02-22 03:00:00,Cooling Tower A (Torre Enfriamiento),322.5,30.2
2026-02-22 03:00:00,Cooling Tower B (Torre Enfriamiento),196.5,38.2
2026-02-22 03:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,143.8
2026-02-22 03:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,126.7
2026-02-22 03:00:00,Industrial Washer A (Lavandería),12.9,1.1
2026-02-22 03:00:00,Industrial Washer B (Lavandería),16.1,1.0
2026-02-22 03:00:00,Tunnel Dishwasher (Cocina),13.8,0.7
2026-02-22 03:00:00,Pool Pump & Heater System,9.2,22.8
2026-02-22 03:00:00,Main Electric Boiler (Caldera),28.9,60.6
2026-02-22 04:00:00,Cooling Tower A (Torre Enfriamiento),341.7,39.2
2026-02-22 04:00:00,Cooling Tower B (Torre Enfriamiento),447.5,37.8
2026-02-22 04:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,184.9
2026-02-22 04:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,125.7
2026-02-22 04:00:00,Industrial Washer A (Lavandería),19.0,1.1
2026-02-22 04:00:00,Industrial Washer B (Lavandería),19.6,0.6
2026-02-22 04:00:00,Tunnel Dishwasher (Cocina),14.4,1.7
2026-02-22 04:00:00,Pool Pump & Heater System,18.7,38.2
2026-02-22 04:00:00,Main Electric Boiler (Caldera),17.7,56.8
2026-02-22 05:00:00,Cooling Tower A (Torre Enfriamiento),310.3,38.5
2026-02-22 05:00:00,Cooling Tower B (Torre Enfriamiento),375.6,37.3
2026-02-22 05:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,148.3
2026-02-22 05:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,127.7
2026-02-22 05:00:00,Industrial Washer A (Lavandería),14.0,1.2
2026-02-22 05:00:00,Industrial Washer B (Lavandería),20.0,1.2
2026-02-22 05:00:00,Tunnel Dishwasher (Cocina),8.9,1.7
2026-02-22 05:00:00,Pool Pump & Heater System,11.5,33.0
2026-02-22 05:00:00,Main Electric Boiler (Caldera),27.7,87.6
2026-02-22 06:00:00,Cooling Tower A (Torre Enfriamiento),590.3,76.3
2026-02-22 06:00:00,Cooling Tower B (Torre Enfriamiento),760.5,103.2
2026-02-22 06:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,337.8
2026-02-22 06:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,318.7
2026-02-22 06:00:00,Industrial Washer A (Lavandería),334.1,29.2
2026-02-22 06:00:00,Industrial Washer B (Lavandería),321.1,16.2
2026-02-22 06:00:00,Tunnel Dishwasher (Cocina),220.6,34.8
2026-02-22 06:00:00,Pool Pump & Heater System,21.9,67.7
2026-02-22 06:00:00,Main Electric Boiler (Caldera),43.9,222.1
2026-02-22 07:00:00,Cooling Tower A (Torre Enfriamiento),884.8,79.1
2026-02-22 07:00:00,Cooling Tower B (Torre Enfriamiento),810.9,60.4
2026-02-22 07:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,228.5
2026-02-22 07:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,301.6
2026-02-22 07:00:00,Industrial Washer A (Lavandería),427.8,17.6
2026-02-22 07:00:00,Industrial Washer B (Lavandería),308.1,22.1
2026-02-22 07:00:00,Tunnel Dishwasher (Cocina),253.3,30.9
2026-02-22 07:00:00,Pool Pump & Heater System,34.4,38.6
2026-02-22 07:00:00,Main Electric Boiler (Caldera),40.7,227.2
2026-02-22 08:00:00,Cooling Tower A (Torre Enfriamiento),740.9,99.9
2026-02-22 08:00:00,Cooling Tower B (Torre Enfriamiento),1113.3,95.9
2026-02-22 08:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,386.3
2026-02-22 08:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,342.9
2026-02-22 08:00:00,Industrial Washer A (Lavandería),334.0,19.7
2026-02-22 08:00:00,Industrial Washer B (Lavandería),496.5,26.6
2026-02-22 08:00:00,Tunnel Dishwasher (Cocina),297.0,37.1
2026-02-22 08:00:00,Pool Pump & Heater System,40.1,58.0
2026-02-22 08:00:00,Main Electric Boiler (Caldera),58.2,190.2
2026-02-22 09:00:00,Cooling Tower A (Torre Enfriamiento),785.5,62.7
2026-02-22 09:00:00,Cooling Tower B (Torre Enfriamiento),609.6,83.0
2026-02-22 09:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,249.3
2026-02-22 09:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,339.5
2026-02-22 09:00:00,Industrial Washer A (Lavandería),472.7,24.2
2026-02-22 09:00:00,Industrial Washer B (Lavandería),305.5,25.0
2026-02-22 09:00:00,Tunnel Dishwasher (Cocina),320.1,32.9
2026-02-22 09:00:00,Pool Pump & Heater System,31.9,57.3
2026-02-22 09:00:00,Main Electric Boiler (Caldera),52.7,178.7
2026-02-22 10:00:00,Cooling Tower A (Torre Enfriamiento),437.8,89.1
2026-02-22 10:00:00,Cooling Tower B (Torre Enfriamiento),808.1,112.1
2026-02-22 10:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,493.1
2026-02-22 10:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,405.9
2026-02-22 10:00:00,Industrial Washer A (Lavandería),627.0,34.2
2026-02-22 10:00:00,Industrial Washer B (Lavandería),521.3,29.4
2026-02-22 10:00:00,Tunnel Dishwasher (Cocina),317.6,41.0
2026-02-22 10:00:00,Pool Pump & Heater System,41.1,98.9
2026-02-22 10:00:00,Main Electric Boiler (Caldera),69.1,250.1
2026-02-22 11:00:00,Cooling Tower A (Torre Enfriamiento),1228.6,92.6
2026-02-22 11:00:00,Cooling Tower B (Torre Enfriamiento),1009.9,102.6
2026-02-22 11:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,361.0
2026-02-22 11:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,396.7
2026-02-22 11:00:00,Industrial Washer A (Lavandería),653.7,33.8
2026-02-22 11:00:00,Industrial Washer B (Lavandería),568.4,27.4
2026-02-22 11:00:00,Tunnel Dishwasher (Cocina),335.2,34.7
2026-02-22 11:00:00,Pool Pump & Heater System,32.7,76.3
2026-02-22 11:00:00,Main Electric Boiler (Caldera),65.7,254.4
2026-02-22 12:00:00,Cooling Tower A (Torre Enfriamiento),825.9,64.6
2026-02-22 12:00:00,Cooling Tower B (Torre Enfriamiento),580.0,93.8
2026-02-22 12:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,342.9
2026-02-22 12:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,372.8
2026-02-22 12:00:00,Industrial Washer A (Lavandería),449.0,24.5
2026-02-22 12:00:00,Industrial Washer B (Lavandería),240.4,25.5
2026-02-22 12:00:00,Tunnel Dishwasher (Cocina),219.7,32.1
2026-02-22 12:00:00,Pool Pump & Heater System,19.5,37.3
2026-02-22 12:00:00,Main Electric Boiler (Caldera),72.8,226.1
2026-02-22 13:00:00,Cooling Tower A (Torre Enfriamiento),916.1,104.9
2026-02-22 13:00:00,Cooling Tower B (Torre Enfriamiento),1316.8,91.3
2026-02-22 13:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,386.2
2026-02-22 13:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,367.8
2026-02-22 13:00:00,Industrial Washer A (Lavandería),328.2,26.2
2026-02-22 13:00:00,Industrial Washer B (Lavandería),543.2,27.0
2026-02-22 13:00:00,Tunnel Dishwasher (Cocina),314.0,35.8
2026-02-22 13:00:00,Pool Pump & Heater System,26.2,88.3
2026-02-22 13:00:00,Main Electric Boiler (Caldera),47.5,233.4
2026-02-22 14:00:00,Cooling Tower A (Torre Enfriamiento),648.2,108.7
2026-02-22 14:00:00,Cooling Tower B (Torre Enfriamiento),1298.9,131.7
2026-02-22 14:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,536.3
2026-02-22 14:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,332.8
2026-02-22 14:00:00,Industrial Washer A (Lavandería),717.7,32.1
2026-02-22 14:00:00,Industrial Washer B (Lavandería),667.9,25.3
2026-02-22 14:00:00,Tunnel Dishwasher (Cocina),276.4,31.3
2026-02-22 14:00:00,Pool Pump & Heater System,46.7,83.8
2026-02-22 14:00:00,Main Electric Boiler (Caldera),41.1,167.1
2026-02-22 15:00:00,Cooling Tower A (Torre Enfriamiento),866.0,118.7
2026-02-22 15:00:00,Cooling Tower B (Torre Enfriamiento),1304.8,95.4
2026-02-22 15:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,371.4
2026-02-22 15:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,438.1
2026-02-22 15:00:00,Industrial Washer A (Lavandería),628.1,29.5
2026-02-22 15:00:00,Industrial Washer B (Lavandería),591.2,24.1
2026-02-22 15:00:00,Tunnel Dishwasher (Cocina),181.1,39.7
2026-02-22 15:00:00,Pool Pump & Heater System,38.5,70.1
2026-02-22 15:00:00,Main Electric Boiler (Caldera),41.0,182.7
2026-02-22 16:00:00,Cooling Tower A (Torre Enfriamiento),1065.4,104.3
2026-02-22 16:00:00,Cooling Tower B (Torre Enfriamiento),1166.3,97.1
2026-02-22 16:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,371.7
2026-02-22 16:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,465.4
2026-02-22 16:00:00,Industrial Washer A (Lavandería),656.1,28.2
2026-02-22 16:00:00,Industrial Washer B (Lavandería),454.6,33.2
2026-02-22 16:00:00,Tunnel Dishwasher (Cocina),267.7,44.3
2026-02-22 16:00:00,Pool Pump & Heater System,36.6,47.5
2026-02-22 16:00:00,Main Electric Boiler (Caldera),66.1,253.5
2026-02-22 17:00:00,Cooling Tower A (Torre Enfriamiento),981.8,111.0
2026-02-22 17:00:00,Cooling Tower B (Torre Enfriamiento),1087.3,109.7
2026-02-22 17:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,408.2
2026-02-22 17:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,414.7
2026-02-22 17:00:00,Industrial Washer A (Lavandería),590.5,31.8
2026-02-22 17:00:00,Industrial Washer B (Lavandería),541.9,33.1
2026-02-22 17:00:00,Tunnel Dishwasher (Cocina),318.0,36.0
2026-02-22 17:00:00,Pool Pump & Heater System,46.9,47.7
2026-02-22 17:00:00,Main Electric Boiler (Caldera),40.8,253.8
2026-02-22 18:00:00,Cooling Tower A (Torre Enfriamiento),699.6,93.5
2026-02-22 18:00:00,Cooling Tower B (Torre Enfriamiento),1027.3,89.0
2026-02-22 18:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,364.9
2026-02-22 18:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,273.8
2026-02-22 18:00:00,Industrial Washer A (Lavandería),606.2,18.2
2026-02-22 18:00:00,Industrial Washer B (Lavandería),475.9,24.4
2026-02-22 18:00:00,Tunnel Dishwasher (Cocina),267.9,37.8
2026-02-22 18:00:00,Pool Pump & Heater System,21.1,58.5
2026-02-22 18:00:00,Main Electric Boiler (Caldera),68.5,252.7
2026-02-22 19:00:00,Cooling Tower A (Torre Enfriamiento),734.6,92.9
2026-02-22 19:00:00,Cooling Tower B (Torre Enfriamiento),1164.2,82.0
2026-02-22 19:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,278.7
2026-02-22 19:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,263.4
2026-02-22 19:00:00,Industrial Washer A (Lavandería),443.7,22.0
2026-02-22 19:00:00,Industrial Washer B (Lavandería),441.3,22.8
2026-02-22 19:00:00,Tunnel Dishwasher (Cocina),172.1,20.8
2026-02-22 19:00:00,Pool Pump & Heater System,33.4,62.8
2026-02-22 19:00:00,Main Electric Boiler (Caldera),44.2,152.3
2026-02-22 20:00:00,Cooling Tower A (Torre Enfriamiento),826.4,108.4
2026-02-22 20:00:00,Cooling Tower B (Torre Enfriamiento),823.5,118.5
2026-02-22 20:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,609.2
2026-02-22 20:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,476.0
2026-02-22 20:00:00,Industrial Washer A (Lavandería),547.1,37.5
2026-02-22 20:00:00,Industrial Washer B (Lavandería),433.7,23.5
2026-02-22 20:00:00,Tunnel Dishwasher (Cocina),304.9,44.2
2026-02-22 20:00:00,Pool Pump & Heater System,21.1,68.6
2026-02-22 20:00:00,Main Electric Boiler (Caldera),59.3,305.1
2026-02-22 21:00:00,Cooling Tower A (Torre Enfriamiento),1047.0,89.7
2026-02-22 21:00:00,Cooling Tower B (Torre Enfriamiento),1246.9,105.2
2026-02-22 21:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,403.7
2026-02-22 21:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,370.1
2026-02-22 21:00:00,Industrial Washer A (Lavandería),491.4,26.2
2026-02-22 21:00:00,Industrial Washer B (Lavandería),439.2,26.7
2026-02-22 21:00:00,Tunnel Dishwasher (Cocina),224.6,29.2
2026-02-22 21:00:00,Pool Pump & Heater System,20.7,100.2
2026-02-22 21:00:00,Main Electric Boiler (Caldera),64.1,231.2
2026-02-22 22:00:00,Cooling Tower A (Torre Enfriamiento),838.5,96.7
2026-02-22 22:00:00,Cooling Tower B (Torre Enfriamiento),1047.3,95.9
2026-02-22 22:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,363.0
2026-02-22 22:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,361.7
2026-02-22 22:00:00,Industrial Washer A (Lavandería),657.3,32.4
2026-02-22 22:00:00,Industrial Washer B (Lavandería),433.4,30.6
2026-02-22 22:00:00,Tunnel Dishwasher (Cocina),256.2,23.3
2026-02-22 22:00:00,Pool Pump & Heater System,44.4,101.8
2026-02-22 22:00:00,Main Electric Boiler (Caldera),70.2,172.4
2026-02-22 23:00:00,Cooling Tower A (Torre Enfriamiento),585.4,77.0
2026-02-22 23:00:00,Cooling Tower B (Torre Enfriamiento),616.8,89.8
2026-02-22 23:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,265.8
2026-02-22 23:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,301.5
2026-02-22 23:00:00,Industrial Washer A (Lavandería),339.8,23.6
2026-02-22 23:00:00,Industrial Washer B (Lavandería),360.8,20.9
2026-02-22 23:00:00,Tunnel Dishwasher (Cocina),230.8,24.9
2026-02-22 23:00:00,Pool Pump & Heater System,33.3,54.5
2026-02-22 23:00:00,Main Electric Boiler (Caldera),32.3,245.6
2026-02-23 00:00:00,Cooling Tower A (Torre Enfriamiento),333.5,36.9
2026-02-23 00:00:00,Cooling Tower B (Torre Enfriamiento),250.6,38.7
2026-02-23 00:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,131.9
2026-02-23 00:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,108.1
2026-02-23 00:00:00,Industrial Washer A (Lavandería),15.9,1.1
2026-02-23 00:00:00,Industrial Washer B (Lavandería),11.6,1.0
2026-02-23 00:00:00,Tunnel Dishwasher (Cocina),10.7,1.3
2026-02-23 00:00:00,Pool Pump & Heater System,5.6,14.9
2026-02-23 00:00:00,Main Electric Boiler (Caldera),17.9,67.6
2026-02-23 01:00:00,Cooling Tower A (Torre Enfriamiento),488.0,46.9
2026-02-23 01:00:00,Cooling Tower B (Torre Enfriamiento),500.3,49.0
2026-02-23 01:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,213.4
2026-02-23 01:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,156.2
2026-02-23 01:00:00,Industrial Washer A (Lavandería),23.6,1.5
2026-02-23 01:00:00,Industrial Washer B (Lavandería),25.8,1.6
2026-02-23 01:00:00,Tunnel Dishwasher (Cocina),12.9,2.6
2026-02-23 01:00:00,Pool Pump & Heater System,13.1,44.9
2026-02-23 01:00:00,Main Electric Boiler (Caldera),35.0,96.9
2026-02-23 02:00:00,Cooling Tower A (Torre Enfriamiento),387.8,33.5
2026-02-23 02:00:00,Cooling Tower B (Torre Enfriamiento),417.1,37.7
2026-02-23 02:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,180.4
2026-02-23 02:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,139.1
2026-02-23 02:00:00,Industrial Washer A (Lavandería),13.9,1.0
2026-02-23 02:00:00,Industrial Washer B (Lavandería),16.8,0.7
2026-02-23 02:00:00,Tunnel Dishwasher (Cocina),11.9,2.0
2026-02-23 02:00:00,Pool Pump & Heater System,8.0,31.8
2026-02-23 02:00:00,Main Electric Boiler (Caldera),17.4,84.9
2026-02-23 03:00:00,Cooling Tower A (Torre Enfriamiento),434.6,46.9
2026-02-23 03:00:00,Cooling Tower B (Torre Enfriamiento),565.3,59.5
2026-02-23 03:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,174.0
2026-02-23 03:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,202.9
2026-02-23 03:00:00,Industrial Washer A (Lavandería),27.9,1.7
2026-02-23 03:00:00,Industrial Washer B (Lavandería),24.9,0.8
2026-02-23 03:00:00,Tunnel Dishwasher (Cocina),13.2,1.4
2026-02-23 03:00:00,Pool Pump & Heater System,15.3,40.7
2026-02-23 03:00:00,Main Electric Boiler (Caldera),29.8,127.8
2026-02-23 04:00:00,Cooling Tower A (Torre Enfriamiento),296.7,40.0
2026-02-23 04:00:00,Cooling Tower B (Torre Enfriamiento),249.9,31.1
2026-02-23 04:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,113.4
2026-02-23 04:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,119.5
2026-02-23 04:00:00,Industrial Washer A (Lavandería),15.6,0.7
2026-02-23 04:00:00,Industrial Washer B (Lavandería),16.3,0.8
2026-02-23 04:00:00,Tunnel Dishwasher (Cocina),11.3,1.1
2026-02-23 04:00:00,Pool Pump & Heater System,17.4,22.9
2026-02-23 04:00:00,Main Electric Boiler (Caldera),24.7,72.8
2026-02-23 05:00:00,Cooling Tower A (Torre Enfriamiento),345.7,32.0
2026-02-23 05:00:00,Cooling Tower B (Torre Enfriamiento),347.3,35.7
2026-02-23 05:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,152.3
2026-02-23 05:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,119.9
2026-02-23 05:00:00,Industrial Washer A (Lavandería),18.3,1.1
2026-02-23 05:00:00,Industrial Washer B (Lavandería),17.3,1.1
2026-02-23 05:00:00,Tunnel Dishwasher (Cocina),11.8,1.4
2026-02-23 05:00:00,Pool Pump & Heater System,13.2,26.4
2026-02-23 05:00:00,Main Electric Boiler (Caldera),23.0,59.5
2026-02-23 06:00:00,Cooling Tower A (Torre Enfriamiento),522.3,43.6
2026-02-23 06:00:00,Cooling Tower B (Torre Enfriamiento),617.4,68.6
2026-02-23 06:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,261.0
2026-02-23 06:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,268.3
2026-02-23 06:00:00,Industrial Washer A (Lavandería),328.7,19.4
2026-02-23 06:00:00,Industrial Washer B (Lavandería),332.0,16.8
2026-02-23 06:00:00,Tunnel Dishwasher (Cocina),185.2,21.4
2026-02-23 06:00:00,Pool Pump & Heater System,27.6,42.8
2026-02-23 06:00:00,Main Electric Boiler (Caldera),34.2,165.2
2026-02-23 07:00:00,Cooling Tower A (Torre Enfriamiento),418.4,69.9
2026-02-23 07:00:00,Cooling Tower B (Torre Enfriamiento),603.9,65.5
2026-02-23 07:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,266.6
2026-02-23 07:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,223.4
2026-02-23 07:00:00,Industrial Washer A (Lavandería),352.4,16.8
2026-02-23 07:00:00,Industrial Washer B (Lavandería),255.5,17.6
2026-02-23 07:00:00,Tunnel Dishwasher (Cocina),235.1,29.6
2026-02-23 07:00:00,Pool Pump & Heater System,28.4,37.8
2026-02-23 07:00:00,Main Electric Boiler (Caldera),18.9,177.3
2026-02-23 08:00:00,Cooling Tower A (Torre Enfriamiento),538.2,76.1
2026-02-23 08:00:00,Cooling Tower B (Torre Enfriamiento),501.7,67.1
2026-02-23 08:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,359.2
2026-02-23 08:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,276.1
2026-02-23 08:00:00,Industrial Washer A (Lavandería),439.6,21.6
2026-02-23 08:00:00,Industrial Washer B (Lavandería),320.0,13.3
2026-02-23 08:00:00,Tunnel Dishwasher (Cocina),226.9,40.4
2026-02-23 08:00:00,Pool Pump & Heater System,20.4,52.9
2026-02-23 08:00:00,Main Electric Boiler (Caldera),23.6,156.0
2026-02-23 09:00:00,Cooling Tower A (Torre Enfriamiento),904.4,81.5
2026-02-23 09:00:00,Cooling Tower B (Torre Enfriamiento),664.8,105.4
2026-02-23 09:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,404.7
2026-02-23 09:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,346.2
2026-02-23 09:00:00,Industrial Washer A (Lavandería),348.9,18.8
2026-02-23 09:00:00,Industrial Washer B (Lavandería),428.0,20.0
2026-02-23 09:00:00,Tunnel Dishwasher (Cocina),232.9,43.2
2026-02-23 09:00:00,Pool Pump & Heater System,37.3,80.7
2026-02-23 09:00:00,Main Electric Boiler (Caldera),35.1,189.7
2026-02-23 10:00:00,Cooling Tower A (Torre Enfriamiento),1049.9,113.2
2026-02-23 10:00:00,Cooling Tower B (Torre Enfriamiento),1054.0,98.5
2026-02-23 10:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,400.4
2026-02-23 10:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,426.4
2026-02-23 10:00:00,Industrial Washer A (Lavandería),565.1,37.7
2026-02-23 10:00:00,Industrial Washer B (Lavandería),484.3,22.0
2026-02-23 10:00:00,Tunnel Dishwasher (Cocina),459.5,44.1
2026-02-23 10:00:00,Pool Pump & Heater System,46.5,82.3
2026-02-23 10:00:00,Main Electric Boiler (Caldera),64.0,234.3
2026-02-23 11:00:00,Cooling Tower A (Torre Enfriamiento),539.2,81.0
2026-02-23 11:00:00,Cooling Tower B (Torre Enfriamiento),1097.5,103.2
2026-02-23 11:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,431.7
2026-02-23 11:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,392.0
2026-02-23 11:00:00,Industrial Washer A (Lavandería),567.2,23.9
2026-02-23 11:00:00,Industrial Washer B (Lavandería),529.6,29.7
2026-02-23 11:00:00,Tunnel Dishwasher (Cocina),355.9,58.5
2026-02-23 11:00:00,Pool Pump & Heater System,37.1,73.4
2026-02-23 11:00:00,Main Electric Boiler (Caldera),31.1,210.6
2026-02-23 12:00:00,Cooling Tower A (Torre Enfriamiento),1259.2,103.5
2026-02-23 12:00:00,Cooling Tower B (Torre Enfriamiento),881.0,113.3
2026-02-23 12:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,394.6
2026-02-23 12:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,475.9
2026-02-23 12:00:00,Industrial Washer A (Lavandería),482.1,30.8
2026-02-23 12:00:00,Industrial Washer B (Lavandería),618.5,24.1
2026-02-23 12:00:00,Tunnel Dishwasher (Cocina),341.2,34.3
2026-02-23 12:00:00,Pool Pump & Heater System,40.9,86.4
2026-02-23 12:00:00,Main Electric Boiler (Caldera),62.2,253.5
2026-02-23 13:00:00,Cooling Tower A (Torre Enfriamiento),910.6,97.6
